cell,route,tiles,scored_px,macro_iou_present_classes,macro_f1_present_classes,overall_accuracy,n_classes_present,iou_unknown,iou_asfalt,iou_fliser,iou_grus,iou_ubefestet,iou_green_roof,iou_drivhus,iou_betonflade,iou_brosten,iou_unknown2,iou_solceller
convnext_upernet_rgb_ndsm,82-22,1360,1014086946,0.31551910594481375,0.40037654656674526,0.9352093267158573,7,,0.572804420434026,0.33579177994796733,0.18225652622149024,0.9484436691442288,0.0,0.169337345865984,0.0,0.0,,0.0
convnext_upernet_rgb_ndsm,82-24,1529,642911577,0.24529304726232262,0.3119641989877169,0.8102712264582537,8,,0.5713836212219292,0.17441056989012144,0.04434799724970136,0.9096722244690734,0.012199634367282724,0.013689244165298695,0.0,0.23664108673517406,,0.0
convnext_upernet_rgb_ndsm,83-25,3630,2887492462,0.2938483912212127,0.38845758823114945,0.9643564201969508,6,,0.0978269818461848,0.12761620085938116,0.2039316512959883,0.9657961837374907,0.0,0.267004469619861,0.0,0.10091485996837027,,0.0
convnext_upernet_rgb_ndsm,83-26,1228,946025258,0.5041833614759613,0.589427339494419,0.9943469469184089,3,,0.4176440036683302,0.0,0.09983376199853938,0.9950723187610142,,0.0,0.0,0.0,,
convnext_upernet_rgb_ndsm,83-31,1020,836776918,0.9994194175418208,0.999709624477443,0.9994194175418208,1,,0.0,0.0,0.0,0.9994194175418208,,,,,,
convnext_upernet_rgb_ndsm,83-34,10,1067196,0.5434531588516595,0.7041634736374163,0.6974426440878714,2,,0.0,0.0,0.5521142546427046,0.5347920630606143,,,,,,
convnext_upernet_rgb_ndsm,84-40,5269,2226168062,0.24527440681684576,0.32365200142385797,0.8304804343204165,9,,0.6190264817226072,0.23041294275198637,0.07977620101219969,0.8921527693278786,0.004376613834365488,0.09920237306749542,0.18223373179812327,0.0904488589692207,,0.00983968886773531
convnext_upernet_rgb_ndsm,84-41,343,181155748,0.5534280426598662,0.6148910651336087,0.9871372394984673,5,,0.8855451678929026,0.0,0.184148416350272,0.9872158399026232,,,,0.0,,0.7102307891535332
convnext_upernet_rgb_ndsm,85-45,401,50907628,0.7521278119846321,0.8567359155564712,0.8848639736268993,3,,0.0,0.0,0.6749834050966764,0.7373126585429461,,,0.0,,,0.8440873723142738
convnext_upernet_rgb_ndsm,85-48,150,21881576,0.969124646237887,0.9842071121045096,0.9781593885193645,3,,,,0.9981104313762328,0.9593081758971356,,,,,,0.9499553314402923
convnext_upernet_rgb_unw,82-11,1441,1271017403,0.5903500087143829,0.6568738738070352,0.990515745125482,2,,0.0,0.0,0.1890008999968261,0.9916991174319398,,,,0.0,,
convnext_upernet_rgb_unw,82-13,1043,863989206,0.5317835557332712,0.6303896819212478,0.9724385075245952,4,,0.7161762349561169,0.0,0.15384723669483055,0.9849742615667186,0.0,0.0,0.27213648971541854,0.0,,
convnext_upernet_rgb_unw,82-16,378,306829357,0.6505596161147882,0.7321792326194388,0.9977899507184379,2,,0.0,0.0,0.30332386537499234,0.9977953668545839,,,,0.0,,
convnext_upernet_rgb_unw,82-19,591,433222749,0.23721685422170652,0.3122145461621533,0.889015846672447,8,,0.35525454166189374,0.09169730371532242,0.08088544105560073,0.8875537029415745,0.0,0.07082925824882895,0.0,0.0,,0.4115145861504316
convnext_upernet_rgb_unw,82-20,608,316377560,0.3883671529409585,0.4806787803865115,0.891722674642285,8,,0.7640959205866945,0.5054512222205001,0.549376785039044,0.9266221799022348,0.0,0.19411172058658904,0.034360454943132106,0.10227770303083378,,0.030641237218639945
convnext_upernet_rgb_unw,82-21,313,194724135,0.4386385733451075,0.5462961890260589,0.9237066067850295,8,,0.7688790723741052,0.5268458372971148,0.5347185571789039,0.9583108186035225,0.0,0.13199641783406896,0.37605905115835053,0.20355230941610988,,0.00874652289868372
convnext_upernet_rgb_unw,82-22,1360,1014086946,0.3062504631754693,0.3898827526647645,0.9334226584157213,7,,0.54687942187016,0.31668479503683356,0.19796531755720875,0.9474318240512287,0.0,0.13479188371285408,0.0,0.0,,0.0
convnext_upernet_rgb_unw,82-24,1529,642911577,0.24178684912248416,0.30970698777549255,0.8122014607927958,8,,0.5692048554360615,0.1648735024465453,0.035574537076444306,0.9012826708380052,0.06290402371932574,0.0,0.0,0.20045520346349108,,0.0
convnext_upernet_rgb_unw,83-25,3630,2887492462,0.2700683176318243,0.3560967268014416,0.9623147975511495,6,,0.09427662659568008,0.15473306903974968,0.14633547158214463,0.9636383672999775,0.0,0.09819409834803776,0.0,0.16323227292535641,,0.0
convnext_upernet_rgb_unw,83-26,1228,946025258,0.46082934692454103,0.5250450084371708,0.9939220164034986,3,,0.3665998607090437,0.0,0.021033558375856572,0.9948546216887227,,,0.0,,,
convnext_upernet_rgb_unw,83-31,1020,836776918,0.9995431422739125,0.9997715189452887,0.9995431422739125,1,,0.0,0.0,0.0,0.9995431422739125,,,,,,
convnext_upernet_rgb_unw,83-34,10,1067196,0.5342212320494686,0.6964008778896661,0.6876084618008313,2,,0.0,0.0,0.5375563865970515,0.5308860775018858,,,,,,
convnext_upernet_rgb_unw,84-40,5269,2226168062,0.22304281365440437,0.28983446317456485,0.8189734648165121,9,,0.6220087826695393,0.21347453569847022,0.07027723828703403,0.8713031725339351,0.00032933809815291276,0.06094901810947371,0.09965896872863687,0.06697194401660196,,0.002412324747795167
convnext_upernet_rgb_unw,84-41,343,181155748,0.5968364396371452,0.6657264385730055,0.9909280714625738,5,,0.9170286493158509,0.0,0.3942564241709541,0.9908839160556107,0.0,0.0,,0.0,,0.6820132086433102
convnext_upernet_rgb_unw,85-45,401,50907628,0.8116971264780948,0.8956675175981336,0.8977590745339775,3,,0.0,0.0,0.8203800027276227,0.7662095348727191,,,0.0,,,0.8485018418339426
convnext_upernet_rgb_unw,85-48,150,21881576,0.9731652829877241,0.986310683140721,0.9809842764524822,3,,,,0.9989450209595793,0.9647402886948498,,,,,,0.9558105393087429
segformer_b1_10ch,82-11,1441,1271017403,0.6417606240185165,0.7240768380206778,0.99086813447825,2,,0.0,0.0,0.2925751935109843,0.9909460545260487,,0.0,,0.0,,
segformer_b1_10ch,82-13,1043,863989206,0.4349952404286822,0.4951752292506003,0.967787552429214,4,,0.6335134892995354,0.0,0.11778349479001936,0.9886832175940938,,0.0,7.600310802043065e-07,0.0,,
