filename,route,reason,dsm_dtm_offset_m,dsm_offset_from_rgb_m,dtm_offset_from_rgb_m,ndsm_value
O2021_82_20_1_0024_00005080_3000_10000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_13_1_0026_00144938_1000_1000.tif,82-13,DSM/DTM geotransform mismatch -- no co-located terrain model,511.00391387933615,511.00391387933615,0.0,0.0
O2021_82_20_1_0024_00005078_4000_6000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_83_25_1_0026_00001209_9000_6000.tif,83-25,DSM/DTM geotransform mismatch -- no co-located terrain model,670.820393249937,670.820393249937,0.0,0.0
O2021_82_24_1_0024_00005672_10cm_7800_2000.tif,82-24,DSM/DTM geotransform mismatch -- no co-located terrain model,864.2407072106705,0.0,864.2407072106705,0.0
O2021_82_20_1_0024_00005077_1000_1000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_20_1_0024_00005078_11000_7000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_20_1_0024_00005078_8000_8000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_20_1_0024_00005079_6000_7000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_21_1_0004_00002039_8000_2000.tif,82-21,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_20_1_0024_00005078_7000_8000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_20_1_0024_00005079_9000_7000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_21_1_0004_00002039_7000_2000.tif,82-21,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_20_1_0024_00005079_8000_6000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_20_1_0024_00005077_7000_0.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_21_1_0004_00002039_6000_3000.tif,82-21,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_20_1_0024_00005077_8000_0.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_20_1_0024_00005077_11000_0.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_20_1_0024_00005079_7000_6000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_20_1_0024_00005078_10000_6000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_21_1_0004_00002039_9000_3000.tif,82-21,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_20_1_0024_00005078_5000_7000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_11_1_0027_00002539_6000_4000.tif,82-11,DSM/DTM geotransform mismatch -- no co-located terrain model,2113.17131345284,0.0,2113.17131345284,0.0
O2021_82_20_1_0024_00005079_3000_10000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_20_1_0024_00005078_13000_8000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_20_1_0024_00005079_4000_8000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_82_20_1_0024_00005079_10000_5000.tif,82-20,DSM/DTM geotransform mismatch -- no co-located terrain model,4.422938524830713e+59,0.0,4.422938524830713e+59,0.0
O2021_83_25_1_0017_00002704_11000_0.tif,83-25,DSM/DTM geotransform mismatch -- no co-located terrain model,20.09975124224178,0.0,20.09975124224178,0.0
